Set Category,Set Name,Card ID,Card Name,Clan,Deck,Card Type
Inheritance Cycle,Bonds of Blood,35,A New Name,Crane,Conflict,Attachment
Inheritance Cycle,Bonds of Blood,39,Forebearer's Echoes,Lion,Conflict,Event
Inheritance Cycle,Bonds of Blood,42,Alluring Patron,Scorpion,Conflict,Character
Inheritance Cycle,Bonds of Blood,44,Unfulfilled Duty,Unicorn,Conflict,Event
Inheritance Cycle,Bonds of Blood,38,Two-Heavens Technique,Dragon,Conflict,Attachment
Inheritance Cycle,Bonds of Blood,33,Fury of the Damned,Crab,Conflict,Event
Inheritance Cycle,Bonds of Blood,31,Benevolent Ambassador,Unicorn,Dynasty,Character
Inheritance Cycle,Bonds of Blood,29,Valiant Oathkeeper,Phoenix,Dynasty,Character
Inheritance Cycle,Bonds of Blood,27,Kitsuki Yuikimi,Dragon,Dynasty,Character
Inheritance Cycle,Bonds of Blood,37,Niten Pupil,Dragon,Conflict,Character
Inheritance Cycle,Justice for Satsume,65,Shosuro Miyako,Scorpion,Conflict,Character
Inheritance Cycle,Justice for Satsume,59,Wayfarer's Camp,Unicorn,Dynasty,Holding
Inheritance Cycle,Justice for Satsume,66,Ujik Tactics,Unicorn,Conflict,Event
Inheritance Cycle,Justice for Satsume,54,Steward of the Rich Frog,Lion,Dynasty,Character
Inheritance Cycle,Justice for Satsume,58,Shinjo Gunsō,Unicorn,Dynasty,Character
Inheritance Cycle,Justice for Satsume,63,Sharpen the Mind,Lion,Conflict,Attachment
Inheritance Cycle,Justice for Satsume,53,Matsu Swiftspear,Lion,Dynasty,Character
Inheritance Cycle,Justice for Satsume,47,Into the Forbidden City,Neutral,—,Province
Inheritance Cycle,Justice for Satsume,57,Shosuro Ibuki,Scorpion,Dynasty,Character
Inheritance Cycle,Justice for Satsume,50,Doji Kuwanan,Crane,Dynasty,Character
Inheritance Cycle,Justice for Satsume,49,Doji Hotaru (JfS),Crane,Dynasty,Character
Inheritance Cycle,Justice for Satsume,46,Effective Deception,Scorpion,—,Province
Inheritance Cycle,Justice for Satsume,45,Conflict Between Kin,Crane,—,Province
Inheritance Cycle,Justice for Satsume,62,Justicar's Approach,Dragon,Conflict,Attachment
Inheritance Cycle,Justice for Satsume,48,Hida Sugi,Crab,Dynasty,Character
Inheritance Cycle,Justice for Satsume,51,Trusted Advisor,Dragon,Dynasty,Character
Inheritance Cycle,Justice for Satsume,52,Court of Justice,Dragon,Dynasty,Holding
Inheritance Cycle,Justice for Satsume,55,Acolyte of Koyane,Phoenix,Dynasty,Character
Inheritance Cycle,Justice for Satsume,56,Isawa Heiko,Phoenix,Dynasty,Character
Inheritance Cycle,Justice for Satsume,60,Warden of the Damned,Crab,Conflict,Character
Inheritance Cycle,Justice for Satsume,61,Callous Ashigaru,Crab,Conflict,Attachment
Inheritance Cycle,Justice for Satsume,64,Stride the Waves,Phoenix,Conflict,Attachment
Inheritance Cycle,The Children of Heaven,80,Hantei Daisetsu,Neutral,Dynasty,Character
Inheritance Cycle,The Children of Heaven,68,Emperor's Summons,Neutral,—,Province
Inheritance Cycle,The Children of Heaven,77,Emissary of Lies,Scorpion,Dynasty,Character
Inheritance Cycle,The Children of Heaven,88,Overhear,Neutral,Conflict,Event
Inheritance Cycle,The Children of Heaven,83,Rising Stars Kata,Dragon,Conflict,Event
Inheritance Cycle,The Children of Heaven,72,Togashi Yoshi,Dragon,Dynasty,Character
Inheritance Cycle,The Children of Heaven,73,Truthseeker,Dragon,Dynasty,Character
Inheritance Cycle,The Children of Heaven,86,Unspoken Etiquette,Scorpion,Conflict,Event
Inheritance Cycle,The Children of Heaven,69,Student of Anatomies,Crab,Dynasty,Character
Inheritance Cycle,The Children of Heaven,67,Fortified Assembly,Crab,—,Province
Inheritance Cycle,The Children of Heaven,74,Ikoma Kiyono,Lion,Dynasty,Character
Inheritance Cycle,The Children of Heaven,75,Righteous Delegate,Phoenix,Dynasty,Character
Inheritance Cycle,The Children of Heaven,76,Starry Heaven Sanctuary,Phoenix,Dynasty,Holding
Inheritance Cycle,The Children of Heaven,78,Licensed Quarter,Scorpion,Dynasty,Holding
Inheritance Cycle,The Children of Heaven,79,Ide Ryōma,Unicorn,Dynasty,Character
Inheritance Cycle,The Children of Heaven,81,Sharpened Tsuruhashi,Crab,Conflict,Attachment
Inheritance Cycle,The Children of Heaven,82,Issue a Challenge,Crane,Conflict,Event
Inheritance Cycle,The Children of Heaven,84,Regal Bearing,Lion,Conflict,Event
Inheritance Cycle,The Children of Heaven,85,Invoke the Divine,Phoenix,Conflict,Event
Inheritance Cycle,The Children of Heaven,87,Natural Negotiator,Unicorn,Conflict,Attachment
Inheritance Cycle,The Children of Heaven,70,Graceful Guardian,Crane,Dynasty,Character
Inheritance Cycle,The Children of Heaven,71,Iron Crane Legion,Crane,Dynasty,Character
Inheritance Cycle,A Champion's Foresight,103,Withstand the Darkness,Crab,Conflict,Event
Inheritance Cycle,A Champion's Foresight,93,Strategic Weakpoint,Crab,Dynasty,Holding
Inheritance Cycle,A Champion's Foresight,89,Shiro Kitsuki,Dragon,—,Stronghold
Inheritance Cycle,A Champion's Foresight,110,Outflank,Unicorn,Conflict,Event
Inheritance Cycle,A Champion's Foresight,92,Frontline Engineer,Crab,Dynasty,Character
Inheritance Cycle,A Champion's Foresight,105,Deduction,Dragon,Conflict,Event
Inheritance Cycle,A Champion's Foresight,108,By Any Means,Scorpion,Conflict,Event
Inheritance Cycle,A Champion's Foresight,96,Army of the Rising Wave,Dragon,Dynasty,Character
Inheritance Cycle,A Champion's Foresight,91,Smuggler's Cove,Neutral,—,Province
Inheritance Cycle,A Champion's Foresight,90,Henshin Mysteries,Phoenix,—,Province
Inheritance Cycle,A Champion's Foresight,94,Court Musician,Crane,Dynasty,Character
Inheritance Cycle,A Champion's Foresight,95,Daidoji Kageyu,Crane,Dynasty,Character
Inheritance Cycle,A Champion's Foresight,97,Quarrelsome Youth,Lion,Dynasty,Character
Inheritance Cycle,A Champion's Foresight,98,Unified Company,Lion,Dynasty,Character
Inheritance Cycle,A Champion's Foresight,99,Asako Takahiro,Phoenix,Dynasty,Character
Inheritance Cycle,A Champion's Foresight,100,Palace Guard,Scorpion,Dynasty,Character
Inheritance Cycle,A Champion's Foresight,102,Keeper of Secret Names,Unicorn,Dynasty,Character
Inheritance Cycle,A Champion's Foresight,104,Shukujo,Crane,Conflict,Attachment
Inheritance Cycle,A Champion's Foresight,106,Fan of Command,Lion,Conflict,Attachment
Inheritance Cycle,A Champion's Foresight,107,Erudite Prestige,Phoenix,Conflict,Attachment
Inheritance Cycle,A Champion's Foresight,109,Current of the Beryt,Unicorn,Conflict,Attachment
Inheritance Cycle,A Champion's Foresight,101,Petal Village Estate,Scorpion,Dynasty,Holding
Inheritance Cycle,Shoju's Duty,119,Inferno Guard Invoker,Phoenix,Dynasty,Character
Inheritance Cycle,Shoju's Duty,129,Castigated,Scorpion,Conflict,Attachment
Inheritance Cycle,Shoju's Duty,121,Bayushi Shoju (SD),Scorpion,Dynasty,Character
Inheritance Cycle,Shoju's Duty,118,Student of Esoterica,Phoenix,Dynasty,Character
Inheritance Cycle,Shoju's Duty,112,Yasuki Hatsu,Crab,Dynasty,Character
Inheritance Cycle,Shoju's Duty,111,Gallant Quartermaster,Crab,Dynasty,Character
Inheritance Cycle,Shoju's Duty,120,Chrysanthemum Steward,Scorpion,Dynasty,Character
Inheritance Cycle,Shoju's Duty,124,Root Out Heresy,Crab,Conflict,Event
Inheritance Cycle,Shoju's Duty,114,Hitsu-do Disciple,Dragon,Dynasty,Character
Inheritance Cycle,Shoju's Duty,113,Daidoji Harrier,Crane,Dynasty,Character
Inheritance Cycle,Shoju's Duty,115,Togashi Ichi,Dragon,Dynasty,Character
Inheritance Cycle,Shoju's Duty,116,Hero of Three Trees,Lion,Dynasty,Character
Inheritance Cycle,Shoju's Duty,117,Persuasive Counselor,Lion,Dynasty,Character
Inheritance Cycle,Shoju's Duty,122,Golden Plains Raider,Unicorn,Dynasty,Character
Inheritance Cycle,Shoju's Duty,123,Moto Outrider,Unicorn,Dynasty,Character
Inheritance Cycle,Shoju's Duty,125,Kakita's Final Stance,Crane,Conflict,Event
Inheritance Cycle,Shoju's Duty,126,Mantra of Air,Dragon,Conflict,Event
Inheritance Cycle,Shoju's Duty,127,In Service to My Lord,Lion,Conflict,Event
Inheritance Cycle,Shoju's Duty,128,Cloak of Night,Phoenix,Conflict,Event
Inheritance Cycle,Shoju's Duty,130,Know the Terrain,Unicorn,Conflict,Event
Dominion Cycle,Rokugan at War,1,Shrug Off Despair,Crab,—,Province
Dominion Cycle,Rokugan at War,5,Kakudaira,Phoenix,—,Province
Dominion Cycle,Rokugan at War,4,Ninkatoshi,Lion,—,Province
Dominion Cycle,Rokugan at War,6,City of the Rich Frog,Neutral,—,Province
Dominion Cycle,Rokugan at War,8,Kakita Yoshi (RaW),Crane,Dynasty,Character
Dominion Cycle,Rokugan at War,21,Paralyzing Delicacy,Scorpion,Conflict,Event
Dominion Cycle,Rokugan at War,17,Educated Heimin,Dragon,Conflict,Attachment
Dominion Cycle,Rokugan at War,14,A Season of War,Neutral,Dynasty,Event
Dominion Cycle,Rokugan at War,2,Pledge of Loyalty,Crane,—,Province
Dominion Cycle,Rokugan at War,3,Sharing Shinsei's Wisdom,Dragon,—,Province
Dominion Cycle,Rokugan at War,7,Recalled Defenses,Crab,Dynasty,Event
Dominion Cycle,Rokugan at War,9,Cycle of Rebirth,Dragon,Dynasty,Event
Dominion Cycle,Rokugan at War,10,Akodo Reserve Company,Lion,Dynasty,Character
Dominion Cycle,Rokugan at War,11,Garanto Guardian,Phoenix,Dynasty,Character
Dominion Cycle,Rokugan at War,12,Governor's Spy,Scorpion,Dynasty,Character
Dominion Cycle,Rokugan at War,13,White Horde Vanguard,Unicorn,Dynasty,Character
Dominion Cycle,Rokugan at War,15,Our Foe Does Not Wait,Crab,Conflict,Event
Dominion Cycle,Rokugan at War,16,Captivating Story,Crane,Conflict,Event
Dominion Cycle,Rokugan at War,18,Serene Ise Zumi,Dragon,Dynasty,Character
Dominion Cycle,Rokugan at War,19,Prepared Ambush,Lion,Conflict,Attachment
Dominion Cycle,Rokugan at War,24,Field of Ruin,Neutral,Conflict,Attachment
Dominion Cycle,Rokugan at War,20,Wandering Mediator,Phoenix,Conflict,Character
Dominion Cycle,Rokugan at War,22,Countryside Trader,Unicorn,Conflict,Character
Dominion Cycle,Rokugan at War,23,Scouted Terrain,Unicorn,Conflict,Event
Dominion Cycle,Spreading Shadows,39,Twilight Rider,Unicorn,Dynasty,Character
Dominion Cycle,Spreading Shadows,34,Traveling Philosopher,Dragon,Dynasty,Character
Dominion Cycle,Spreading Shadows,26,Shinsei's Last Hope,Crab,—,Province
Dominion Cycle,Spreading Shadows,25,Seven Stings Keep,Scorpion,—,Stronghold
Dominion Cycle,Spreading Shadows,36,Inspired Visionary,Phoenix,Dynasty,Character
Dominion Cycle,Spreading Shadows,43,Highlight the Flaws,Crane,Conflict,Event
Dominion Cycle,Spreading Shadows,38,Dispatch to Nowhere,Scorpion,Dynasty,Event
Dominion Cycle,Spreading Shadows,41,Disciple of Shinsei,Neutral,Dynasty,Character
Dominion Cycle,Spreading Shadows,27,Spectral Visitation,Lion,—,Province
Dominion Cycle,Spreading Shadows,28,Retire to the Brotherhood,Phoenix,—,Province
Dominion Cycle,Spreading Shadows,29,Wind's Path,Unicorn,—,Province
Dominion Cycle,Spreading Shadows,30,Driven By Courage,Neutral,—,Province
Dominion Cycle,Spreading Shadows,31,Butcher of the Fallen,Crab,Dynasty,Character
Dominion Cycle,Spreading Shadows,32,Cunning Negotiator,Crane,Dynasty,Character
Dominion Cycle,Spreading Shadows,33,Daidoji Marketplace,Crane,Dynasty,Holding
Dominion Cycle,Spreading Shadows,35,Chronicler of Conquests,Lion,Dynasty,Character
Dominion Cycle,Spreading Shadows,37,Thunder Guard Elite,Scorpion,Dynasty,Character
Dominion Cycle,Spreading Shadows,40,Moto Stables,Unicorn,Dynasty,Holding
Dominion Cycle,Spreading Shadows,42,Obsidian Talisman,Crab,Conflict,Attachment
Dominion Cycle,Spreading Shadows,44,Mountaintop Vigil,Dragon,Conflict,Event
Dominion Cycle,Spreading Shadows,45,Logistics,Lion,Conflict,Event
Dominion Cycle,Spreading Shadows,46,Ethereal Alignment,Phoenix,Conflict,Event
Dominion Cycle,Spreading Shadows,47,Suffer the Consequences,Scorpion,Conflict,Event
Dominion Cycle,Spreading Shadows,48,Never Yield,Unicorn,Conflict,Event
Dominion Cycle,In Pursuit of Truth,54,Asahina Augur,Crane,Dynasty,Character
Dominion Cycle,In Pursuit of Truth,68,Study the Natural World,Phoenix,Conflict,Event
Dominion Cycle,In Pursuit of Truth,63,The Wealth of the Crane,Crane,Conflict,Event
Dominion Cycle,In Pursuit of Truth,49,Tsuma,Crane,—,Province
Dominion Cycle,In Pursuit of Truth,50,Silent Ones Monastery,Scorpion,—,Province
Dominion Cycle,In Pursuit of Truth,60,Scholar of Old Rempet,Unicorn,Dynasty,Character
Dominion Cycle,In Pursuit of Truth,53,Third Whisker Sneak,Crab,Dynasty,Character
Dominion Cycle,In Pursuit of Truth,66,Shori,Lion,Conflict,Attachment
Dominion Cycle,In Pursuit of Truth,58,Student of the Tao,Phoenix,Dynasty,Character
Dominion Cycle,In Pursuit of Truth,69,Way With Words,Scorpion,Conflict,Attachment
Dominion Cycle,In Pursuit of Truth,52,Blatant Swindler,Crab,Dynasty,Character
Dominion Cycle,In Pursuit of Truth,51,Courteous Greeting,Neutral,—,Province
Dominion Cycle,In Pursuit of Truth,59,Cursecatcher,Scorpion,Dynasty,Character
Dominion Cycle,In Pursuit of Truth,70,Hunting Falcon,Unicorn,Conflict,Attachment
Dominion Cycle,In Pursuit of Truth,67,Studious,Phoenix,Conflict,Attachment
Dominion Cycle,In Pursuit of Truth,65,Makeshift War Camp,Lion,Conflict,Attachment
Dominion Cycle,In Pursuit of Truth,61,Lost Papers,Neutral,Dynasty,Event
Dominion Cycle,In Pursuit of Truth,56,Kitsuki Chiari,Dragon,Dynasty,Character
Dominion Cycle,In Pursuit of Truth,64,Mantra of Void,Dragon,Conflict,Event
Dominion Cycle,In Pursuit of Truth,57,Master Tactician,Lion,Dynasty,Character
Dominion Cycle,In Pursuit of Truth,55,Shrewd Investigator,Dragon,Dynasty,Character
Dominion Cycle,In Pursuit of Truth,62,Return From Shadows,Crab,Conflict,Event
Dominion Cycle,Campaigns of Conquest,89,Under Siege,Lion,Conflict,Event
Dominion Cycle,Campaigns of Conquest,79,Ikoma Tsanuri (CoC),Lion,Dynasty,Character
Dominion Cycle,Campaigns of Conquest,71,Hayaken no Shiro,Lion,—,Stronghold
Dominion Cycle,Campaigns of Conquest,72,Breaking In,Unicorn,—,Province
Dominion Cycle,Campaigns of Conquest,85,Mercenary Company,Neutral,Dynasty,Character
Dominion Cycle,Campaigns of Conquest,83,Open Window,Scorpion,Dynasty,Holding
Dominion Cycle,Campaigns of Conquest,73,The Pursuit of Justice,Neutral,—,Province
Dominion Cycle,Campaigns of Conquest,74,Kuni Purifier,Crab,Dynasty,Character
Dominion Cycle,Campaigns of Conquest,75,Veteran of Toshi Ranbo,Crane,Dynasty,Character
Dominion Cycle,Campaigns of Conquest,76,Crippling Taxes,Crane,Conflict,Event
Dominion Cycle,Campaigns of Conquest,77,Stoic Rival,Dragon,Dynasty,Character
Dominion Cycle,Campaigns of Conquest,78,Hidden Mountain Pass,Dragon,Dynasty,Holding
Dominion Cycle,Campaigns of Conquest,80,Isawa Tsuke (CoC),Phoenix,Dynasty,Character
Dominion Cycle,Campaigns of Conquest,81,Celebrated Renown,Phoenix,Dynasty,Event
Dominion Cycle,Campaigns of Conquest,82,Shadow Stalker,Scorpion,Dynasty,Character
Dominion Cycle,Campaigns of Conquest,84,Ride at Dawn,Unicorn,Dynasty,Event
Dominion Cycle,Campaigns of Conquest,86,Sturdy Tetsubō,Crab,Conflict,Attachment
Dominion Cycle,Campaigns of Conquest,87,Local Daimyō's Retainer,Crane,Conflict,Character
Dominion Cycle,Campaigns of Conquest,88,Asceticism,Dragon,Conflict,Attachment
Dominion Cycle,Campaigns of Conquest,90,Kyofuki's Hammer,Phoenix,Conflict,Attachment
Dominion Cycle,Campaigns of Conquest,91,Forgery,Scorpion,Conflict,Event
Dominion Cycle,Campaigns of Conquest,92,Steed of the Steppes,Unicorn,Conflict,Attachment
Dominion Cycle,As Honor Demands,93,Seven Fold Palace,Crane,—,Stronghold
Dominion Cycle,As Honor Demands,98,Master of the Court,Crane,Dynasty,Character
Dominion Cycle,As Honor Demands,108,Elegance and Grace,Crane,Conflict,Event
Dominion Cycle,As Honor Demands,103,Endless Archives,Phoenix,Dynasty,Holding
Dominion Cycle,As Honor Demands,102,Asako Lawmaster,Phoenix,Dynasty,Character
Dominion Cycle,As Honor Demands,105,Shinjo Altansarnai (AHD),Unicorn,Dynasty,Character
Dominion Cycle,As Honor Demands,106,Contested Countryside,Neutral,Dynasty,Holding
Dominion Cycle,As Honor Demands,109,Waterfall Tattoo,Dragon,Conflict,Attachment
Dominion Cycle,As Honor Demands,111,The Receding Tie,Phoenix,Conflict,Event
Dominion Cycle,As Honor Demands,110,Divine Ancestry,Lion,Conflict,Event
Dominion Cycle,As Honor Demands,114,Command By Name,Unicorn,Conflict,Event
Dominion Cycle,As Honor Demands,94,Foothills Keep,Dragon,—,Province
Dominion Cycle,As Honor Demands,97,Hida Etsuji,Crab,Dynasty,Character
Dominion Cycle,As Honor Demands,99,Master of Many Lifetimes,Dragon,Dynasty,Character
Dominion Cycle,As Honor Demands,104,Beautiful Entertainer,Scorpion,Dynasty,Character
Dominion Cycle,As Honor Demands,107,Ceaseless Duty,Crab,Conflict,Event
Dominion Cycle,As Honor Demands,100,Fearless Skirmisher,Lion,Dynasty,Character
Dominion Cycle,As Honor Demands,95,Honor’s Reward,Neutral,—,Province
Dominion Cycle,As Honor Demands,101,Honored Veterans,Lion,Dynasty,Event
Dominion Cycle,As Honor Demands,96,Pious Guardian,Crab,Dynasty,Character
Dominion Cycle,As Honor Demands,112,Soshi Diviner,Scorpion,Conflict,Character
Dominion Cycle,As Honor Demands,113,Stoke Insurrection,Scorpion,Conflict,Event
Dominion Cycle,Atonement,126,Worldly Shiotome,Unicorn,Dynasty,Character
Dominion Cycle,Atonement,123,Shiba Pureheart,Phoenix,Dynasty,Character
Dominion Cycle,Atonement,121,Righteous Samurai,Lion,Dynasty,Character
Dominion Cycle,Atonement,120,Agasha Sumiko (A),Dragon,Dynasty,Character
Dominion Cycle,Atonement,118,Fire and Oil,Crab,Dynasty,Holding
Dominion Cycle,Atonement,131,Daidoji Yari,Crane,Conflict,Attachment
Dominion Cycle,Atonement,135,Compromised Secrets,Scorpion,Conflict,Attachment
Dominion Cycle,Atonement,116,Unbridled Ambition,Scorpion,—,Province
Dominion Cycle,Atonement,128,Apprentice Engineer,Crab,Conflict,Character
Dominion Cycle,Atonement,124,Bayushi Kachiko (A),Scorpion,Dynasty,Character
Dominion Cycle,Atonement,119,Doji Diplomat,Crane,Dynasty,Character
Dominion Cycle,Atonement,122,Exposed Courtyard,Lion,Dynasty,Holding
Dominion Cycle,Atonement,136,Flank the Enemy,Unicorn,Conflict,Event
Dominion Cycle,Atonement,125,Ganzu Warrior,Unicorn,Dynasty,Character
Dominion Cycle,Atonement,132,In Search of Self,Dragon,Conflict,Event
Dominion Cycle,Atonement,129,Inventive Buttressing,Crab,Conflict,Attachment
Dominion Cycle,Atonement,115,Iron Mountain Castle,Dragon,—,Stronghold
Dominion Cycle,Atonement,134,Magistrate's Intervention,Phoenix,Conflict,Event
Dominion Cycle,Atonement,133,Spiritcaller Prodigy,Lion,Conflict,Character
Dominion Cycle,Atonement,127,Sudden Tempest,Neutral,Dynasty,Event
Dominion Cycle,Atonement,130,Treasured Gift,Crane,Conflict,Attachment
Dominion Cycle,Atonement,117,Weight of Duty,Neutral,—,Province
Temptations Cycle,Twisted Loyalties,16,Superior Authority,Crane,Conflict,Event
Temptations Cycle,Twisted Loyalties,8,Revered Ikoma,Lion,Dynasty,Character
Temptations Cycle,Twisted Loyalties,18,Renowned Singer,Lion,Conflict,Character
Temptations Cycle,Twisted Loyalties,9,Procedural Interference,Lion,Dynasty,Event
Temptations Cycle,Twisted Loyalties,12,Khanbulak Benefactor,Unicorn,Dynasty,Character
Temptations Cycle,Twisted Loyalties,5,Diplomatic Gift-Giver,Crane,Dynasty,Character
Temptations Cycle,Twisted Loyalties,15,Exemplary Etiquette,Crane,Conflict,Event
Temptations Cycle,Twisted Loyalties,20,Kunshu,Scorpion,Conflict,Attachment
Temptations Cycle,Twisted Loyalties,10,Asako Maezawa (TL),Phoenix,Dynasty,Character
Temptations Cycle,Twisted Loyalties,6,Keen Warrior,Dragon,Dynasty,Character
Temptations Cycle,Twisted Loyalties,11,Sinister Peacekeeper,Scorpion,Dynasty,Character
Temptations Cycle,Twisted Loyalties,3,Yasuki Oguri (TL),Crab,Dynasty,Character
Temptations Cycle,Twisted Loyalties,2,Brushfires,Neutral,—,Province
Temptations Cycle,Twisted Loyalties,1,The Scorpion Clan Coup,Scorpion,—,Province
Temptations Cycle,Twisted Loyalties,13,Chikara,Crab,Conflict,Attachment
Temptations Cycle,Twisted Loyalties,21,Daughter of War,Unicorn,Conflict,Attachment
Temptations Cycle,Twisted Loyalties,17,Self-Understanding,Dragon,Conflict,Attachment
Temptations Cycle,Twisted Loyalties,14,Guardians of Rokugan,Crab,Conflict,Event
Temptations Cycle,Twisted Loyalties,19,Heresy!,Phoenix,Conflict,Event
Temptations Cycle,Twisted Loyalties,22,Make Your Case,Neutral,Conflict,Event
Temptations Cycle,Twisted Loyalties,7,Overlooked Community,Dragon,Dynasty,Holding
Temptations Cycle,Twisted Loyalties,4,Watchtower of Sun's Shadow,Crab,Dynasty,Holding
Temptations Cycle,Honor in Flames,40,Unhallow,Phoenix,Conflict,Attachment
Temptations Cycle,Honor in Flames,31,Steward of Cryptic Lore,Phoenix,Dynasty,Character
Temptations Cycle,Honor in Flames,33,Shoju's Diviner,Scorpion,Dynasty,Character
Temptations Cycle,Honor in Flames,43,Shadow Steed,Unicorn,Conflict,Attachment
Temptations Cycle,Honor in Flames,34,Nimble Noyan,Unicorn,Dynasty,Character
Temptations Cycle,Honor in Flames,36,Darkness Rising,Crab,Conflict,Event
Temptations Cycle,Honor in Flames,30,Commander of the Legions,Lion,Dynasty,Character
Temptations Cycle,Honor in Flames,28,Daidoji Uji (HiF),Crane,Dynasty,Character
Temptations Cycle,Honor in Flames,27,Master of Jade,Crab,Dynasty,Character
Temptations Cycle,Honor in Flames,41,Messenger of Misfortune,Scorpion,Conflict,Character
Temptations Cycle,Honor in Flames,29,Perfect Land Believer,Dragon,Dynasty,Character
Temptations Cycle,Honor in Flames,26,Silent Skirmisher,Crab,Dynasty,Character
Temptations Cycle,Honor in Flames,44,Curse of Misfortune,Neutral,Conflict,Attachment
Temptations Cycle,Honor in Flames,42,Shape the Flesh,Scorpion,Conflict,Attachment
Temptations Cycle,Honor in Flames,39,Under Amaterasu's Gaze,Lion,Conflict,Attachment
Temptations Cycle,Honor in Flames,25,Cycle of Vengeance,Neutral,—,Province
Temptations Cycle,Honor in Flames,24,The Roar of the Lioness,Lion,—,Province
Temptations Cycle,Honor in Flames,23,The Way of Peace,Crane,—,Province
Temptations Cycle,Honor in Flames,32,Guardian Dōjō,Phoenix,Dynasty,Holding
Temptations Cycle,Honor in Flames,35,Reserve Tents,Unicorn,Dynasty,Holding
Temptations Cycle,Honor in Flames,37,Raze to the Ground,Crane,Conflict,Event
Temptations Cycle,Honor in Flames,38,Shoshi ni Kie,Dragon,Conflict,Event
Temptations Cycle,A Crimson Offering,66,Bonds of Blood (card),Unicorn,Conflict,Event
Temptations Cycle,A Crimson Offering,59,Disparaging Challenge,Crane,Conflict,Event
Temptations Cycle,A Crimson Offering,61,Feeding An Army,Lion,Conflict,Event
Temptations Cycle,A Crimson Offering,60,Ki Alignment,Dragon,Conflict,Event
Temptations Cycle,A Crimson Offering,63,Sanguine Mastery,Phoenix,Conflict,Event
Temptations Cycle,A Crimson Offering,64,Seize the Mind,Scorpion,Conflict,Event
Temptations Cycle,A Crimson Offering,47,By Onnotangu's Light,Neutral,—,Province
Temptations Cycle,A Crimson Offering,46,Seeking Enlightenment,Dragon,—,Province
Temptations Cycle,A Crimson Offering,45,The Eternal Watch,Crab,—,Province
Temptations Cycle,A Crimson Offering,65,Command the Tributary,Unicorn,Conflict,Attachment
Temptations Cycle,A Crimson Offering,62,In Harmony,Phoenix,Conflict,Attachment
Temptations Cycle,A Crimson Offering,58,Tetsubō of Blood,Crab,Conflict,Attachment
Temptations Cycle,A Crimson Offering,48,Damned Hida,Crab,Dynasty,Character
Temptations Cycle,A Crimson Offering,49,Desperate Negotiator,Crane,Dynasty,Character
Temptations Cycle,A Crimson Offering,56,Iuchi Shahai (ACO),Unicorn,Dynasty,Character
Temptations Cycle,A Crimson Offering,53,Kaito Mai,Phoenix,Dynasty,Character
Temptations Cycle,A Crimson Offering,51,Lion's Pride Paragon,Lion,Dynasty,Character
Temptations Cycle,A Crimson Offering,57,Resourceful Mahō-Tsukai,Neutral,Dynasty,Character
Temptations Cycle,A Crimson Offering,50,Togashi Kazue (ACO),Dragon,Dynasty,Character
Temptations Cycle,A Crimson Offering,54,Yogo Paramour,Scorpion,Dynasty,Character
Temptations Cycle,A Crimson Offering,52,Forward Garrison,Lion,Dynasty,Holding
Temptations Cycle,A Crimson Offering,55,Shadowed Village,Neutral,Dynasty,Holding
Temptations Cycle,The Temptation of the Scorpion,69,An Agreeable Arrangement,Crane,Dynasty,Event
Temptations Cycle,The Temptation of the Scorpion,86,Dark Resurrection,Unicorn,Conflict,Event
Temptations Cycle,The Temptation of the Scorpion,79,Mushin no Shin,Dragon,Conflict,Event
Temptations Cycle,The Temptation of the Scorpion,80,Reconnaissance,Lion,Conflict,Event
Temptations Cycle,The Temptation of the Scorpion,84,Shadow Step,Scorpion,Conflict,Event
Temptations Cycle,The Temptation of the Scorpion,85,The Western Wind,Unicorn,Conflict,Event
Temptations Cycle,The Temptation of the Scorpion,82,Whispers of Power,Phoenix,Conflict,Event
Temptations Cycle,The Temptation of the Scorpion,68,Arrogant Kakita,Crane,Dynasty,Character
Temptations Cycle,The Temptation of the Scorpion,74,Iuchi Soulweaver,Unicorn,Dynasty,Character
Temptations Cycle,The Temptation of the Scorpion,71,Meticulous Scout,Lion,Dynasty,Character
Temptations Cycle,The Temptation of the Scorpion,78,Promising Youth,Dragon,Conflict,Character
Temptations Cycle,The Temptation of the Scorpion,70,Solitary Hero,Dragon,Dynasty,Character
Temptations Cycle,The Temptation of the Scorpion,77,Talented Performer,Crane,Dynasty,Character
Temptations Cycle,The Temptation of the Scorpion,67,Unleashed Experiment,Crab,Dynasty,Character
Temptations Cycle,The Temptation of the Scorpion,73,Yogo Junzo,Scorpion,Dynasty,Character
Temptations Cycle,The Temptation of the Scorpion,72,Young Philosopher,Phoenix,Dynasty,Character
Temptations Cycle,The Temptation of the Scorpion,81,Blessed By Fukurokojin,Phoenix,Conflict,Attachment
Temptations Cycle,The Temptation of the Scorpion,75,Enraged,Crab,Conflict,Attachment
Temptations Cycle,The Temptation of the Scorpion,83,The Skin of Fu Leng,Scorpion,Conflict,Attachment
Temptations Cycle,The Temptation of the Scorpion,76,Untainted,Crab,Conflict,Attachment
Temptations Cycle,Coils of Power,104,Ancestral Sight,Lion,Conflict,Attachment
Temptations Cycle,Coils of Power,91,Asahina Peacekeeper,Crane,Dynasty,Character
Temptations Cycle,Coils of Power,94,Conduit of Heroes,Lion,Dynasty,Character
